Song_Name,Song_Link,Artist_Name,Stream_Count,Release Date,Musical_Era,Voice_Presence,Predominant_Voice_Gender,Genre_Tags,Sub_Genre_Tags,Free Genre,Description,Instrument_Tags,Emotional_Profile,Mood_Tags,Simple_Mood_Tags,Character_Tags,Movement_Tags,Energy,BPM,Key,Meter
Dynasty,0heE5tAAaDQmnGhVDImPl2,MIIA,250868535,2016-01-29,contemporary,high,female,"pop,folkCountry",country,,another step to glory with this beautifully inspiring ballad,"percussion,acousticGuitar,bass",balanced,"emotional,thoughtful,sad,bittersweet,solemn,reflective,poignant,spiritual,concerned,nostalgic","chilled,romantic",epic,"bouncy,driving,pulsing,flowing,stomping",low,124,gsMinor,4/4
Let It Go,40EB7ABUO6MoWMUwPKptJ7,James Bay,1261258782,2015-03-23,contemporary,high,female,folkCountry,folk,"indie, alternative ccm, indiecoustica, anthem worship, pop","a dark and dramatic rock track, thought provoking with female vocals, drums, bass, guitars and organ.","acousticGuitar,bassGuitar,piano,percussion,electricGuitar",balanced,"bittersweet,emotional,reflective,melancholic,passionate","romantic,chilled,sad","cool,warm","stomping,flowing",medium,74,dbMajor,4/4
Never Say Never,57uX2vR9j9DNiANDYfXw1i,The Fray,260812073,2009-02-02,late 2000s / contemporary,high,male,rock,"indieAlternative,popSoftRock",,a 70's inspired feelgood hazy and sundrenched trip,"percussion,electricGuitar,bass,bassGuitar",balanced,"emotional,solemn,hopeful,passionate,aweInspiring","energetic,epic","epic,powerful,heroic,unpolished,ethereal",stomping,high,160,abMajor,4/4
Be My Mistake,18UsAG7SfOQ5sxJEdjAMH0,The 1975,222793556,2018-11-30,contemporary,high,male,pop,,"indie, indie folk, neo mellow, stomp and holler","acoustic guitar and male vocals, accompanied by piano and a soft beat. well - suited as a score track for drama or romance!","acousticGuitar,piano",negative,"tender,warm,reflective,intimate,sentimental,melancholic,bittersweet,lonely,nostalgic,loving,emotional,hopeful,sad,delicate,poignant,introspective,thoughtful,romantic,soft,blue,peaceful,dreamy,calm,serene,quiet,light,sweet","romantic,chilled,sad",warm,"flowing,steady",low,74,dbMajor,4/4
Love You Goodbye,1ZWLWVqeEMWMKTlteS0yLH,One Direction,220213351,2015-11-13,contemporary,high,male,"pop,rock",popSoftRock,,a heartfelt and hopeful beauty of an indie pop ballad,"percussion,electricGuitar,bass,bassGuitar",balanced,"hopeful,warm,optimistic,emotional,romantic","energetic,epic","heroic,epic,ethereal,warm",flowing,high,133,dbMajor,4/4
Take Me Home,6oO10y1h2VyxJQfomG4CtH,Jess Glynne,370016786,2015,contemporary,high,female,pop,,,soulful pop ballad with empowering female vocals stripped back verses and empowering choruses featuring piano and spacious drums,"percussion,synth,bass",balanced,"romantic,emotional,reflective,thoughtful,warm","calm,chilled,romantic,ethereal","sparkling,warm",flowing,low,150,aMajor,4/4
Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,Joel Adams,692759859,2015-11-06,contemporary,high,female,pop,,,powerful and stirring strings suggest statement of intent,"percussion,synth,bass",negative,"emotional,passionate,soaring,inspirational,aweInspiring","aggressive,dark,energetic,scary","epic,sparkling",stomping,high,84,eMinor,4/4
Better in Time,2iXBZ32Fz5VDCLeE0JIdX5,Leona Lewis,292132220,2007,late 2000s / contemporary,high,female,"rnb,pop,rapHipHop,funkSoul",,,medium tempo uplifting randb pop with a hip hop beat and female vocals,"percussion,synth,strings,piano,bass",positive,"optimistic,bright,positive,uplifting,feelGood,inspirational,motivational","chilled,happy,romantic",bold,"groovy,flowing",low,82,fsMajor,4/4
Beneath Your Beautiful (feat. Emeli Sandé),2EcsgXlxz99UMDSPg5T8RF,"Labrinth, Emeli Sandé",337174969,2012-04-02,contemporary,high,female,"funkSoul,rnb,pop,rapHipHop","neoSoul,soul",,a gritty soulful track with strong female vocal,"percussion,strings,electricGuitar,bass,bassGuitar",balanced,"emotional,thoughtful,solemn,bittersweet,reflective",ambiguous,cool,stomping,medium,84,dMajor,4/4
Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,Ruth B.,879622199,2015-08-21,mid / late 2000s,high,female,"pop,rock","bluesRock,folkRock,popSoftRock",,medium mid tempo pop song featuring acoustic piano electric guitar and soft female vocals,"piano,acousticGuitar",negative,"warm,romantic,dreamy,calm,sentimental,tender,reflective,soft,quiet,nostalgic,serene,soothing,leisurely,loving,tranquil,intimate,peaceful,lyrical,delicate,graceful","calm,chilled,romantic,sad,ethereal",warm,flowing,low,125,gMajor,4/4
Say You Won't Let Go,1Pw5C4N6Fn5E4mGCxmbbVa,James Arthur,3133682610,2016-09-09,contemporary,high,male,"pop,rock,singerSongwriter","folkRock,indieAlternative,popSoftRock",,soulful pop song with male vocal fingersnaps and melodic synths,"percussion,acousticGuitar",balanced,"emotional,hopeful,solemn,reflective,warm","calm,chilled,romantic,sad,ethereal","sparkling,warm",flowing,low,95,bbMajor,4/4
I Don't Wanna Love You Anymore,7ArrTJ1LwcGAlEO65LUQ7i,LANY,149420551,2018-10-05,contemporary,high,male,"pop,rnb,electronicDance",,"indie poptimism, hopebeat, indie electropop",male vocal pop song with sweet synths. hopeful and motivational feeling.,"piano,synth,percussion,bass",positive,"inspirational,bright,uplifting,optimistic,hopeful","energetic,happy,romantic",sparkling,"driving,pulsing,flowing,bouncy,steady,stomping,running,groovy",medium,105,cMajor,4/4
Let It All Go,70K0ezmzYEZeqoSaZMyP7o,"Birdy, RHODES",260866211,2015-08-06,contemporary,high,female,pop,"indieAlternative,popSoftRock,psychedelicProgressiveRock",,rousing emotive female vocals. building to an epic emotional climax,"percussion,strings,piano,electricGuitar,bassGuitar",negative,"romantic,warm,kind,lyrical,graceful","calm,chilled,epic,romantic,sad","sparkling,warm","stomping,flowing,driving,pulsing",low,108,bbMajor,4/4
Goddess,4R3AU2pjv8ge2siX1fVbZs,Laufey,59502963,2024-03-06,contemporary,high,female,jazz,contemporaryJazz,"new age, string folk, celtic","a classical track, in a nostalgic mood.","piano,strings",negative,"melancholic,sentimental,nostalgic,emotional,sad,intimate,poignant,lonely,reflective,romantic,dreamy,bittersweet,delicate,blue,tender,introspective,soft,thoughtful,quiet,calm,mournful,peaceful,serene","sad,romantic","sophisticated,magical,warm,mysterious,ethereal,sparkling",flowing,low,158,fMajor,3/4
Superficial Love,5hwh37sTi84MVhCBMWzhGE,Ruth B.,230862340,2015-11-27,early / mid 1990s,high,female,pop,,,jazz song minimal electro jazz. confident sensual and intimate. female singer piano and rhythm,piano,balanced,"emotional,reflective,nostalgic,thoughtful,bittersweet,sentimental,solemn,romantic,spiritual","calm,chilled,romantic",playful,"bouncy,flowing",low,148,abMajor,4/4
when the party's over - Recorded at Spotify Studios NYC,6H7fWtwEUHVfTyZD7zeG4w,Lewis Capaldi,161081411,2019-06-12,contemporary,high,male,pop,,indie triste,medium / mid - tempo pop rock song with male vocals.,piano,balanced,"bittersweet,melancholic,sad,lonely,emotional,reflective","romantic,sad,calm","warm,cool","steady,flowing,bouncy",medium,118,bbMajor,3/4
Like I'm Gonna Lose You,2pV8RpdLemcyMWko8dASVt,Jasmine Thompson,191963940,2015-10-09,contemporary,high,female,pop,,,poignant emotive piano full of belief and wonder,piano,balanced,"emotional,reflective,thoughtful,bittersweet,nostalgic,sad,solemn,spiritual,poignant","calm,chilled,romantic,sad,ethereal",sparkling,flowing,low,174,cMajor,3/4
i don't want to watch the world end with someone else,58qX77t2VWMWcycsh9zKLc,Clinton Kane,141773514,2020-05-08,contemporary,high,male,pop,,,a heartfelt and hopeful beauty of an indie pop ballad,"percussion,acousticGuitar,bass",balanced,"emotional,thoughtful,sad,bittersweet,reflective,solemn,nostalgic,poignant,spiritual,concerned,blue,melancholic","calm,chilled,romantic,sad,ethereal","warm,cool",flowing,low,77,dMajor,4/4
I Can't Fall in Love Without You,4VPXFi4vFTtS9wHe6oMQaT,Zara Larsson,314005419,2017-03-17,contemporary,high,female,pop,,,rousing pop ballad with tight drum groove piano layers of delayed guitar warm synth pads uplifting choruses and fresh female vocals,"percussion,synth,bassGuitar",balanced,"inspirational,uplifting,confident,aweInspiring,optimistic","calm,chilled,romantic,sad,ethereal",sparkling,steady,low,132,eMajor,4/4
Certain Things (feat. Chasing Grace),5zvJELVKAnPkscGc5aLKJI,"James Arthur, Chasing Grace",158002431,2013-11-04,contemporary,high,male,pop,,"anthem worship, world worship",emotive piano and strings combine to create a hairs on the back of your neck uplifting pop - dance banger.,"percussion,strings,piano,bass",balanced,"emotional,inspirational,soaring,bittersweet,uplifting","calm,ethereal,uplifting","epic,sparkling,cool,ethereal,heroic,sophisticated,warm,mysterious,luxurious,powerful",flowing,medium,130,aMajor,4/4
Unlearn (with Gracie Abrams),6GH4tLwGW6HliKbZBdt6hD,"benny blanco, Gracie Abrams",72608280,2021-03-24,contemporary,high,female,"rnb,pop",,pop,"smooth and longing, featuring smooth electric guitar and female vocals that create a melancholic mood.","piano,synth,percussion",balanced,"intimate,reflective,dreamy,warm,bittersweet",romantic,"warm,sparkling,cool",flowing,low,78,dbMajor,4/4
I Won't Give Up,05pKAafT85jeeNhZ6kq7HT,Jason Mraz,895634489,2012-01-03,early / mid 2000s,high,male,"pop,rock,folkCountry,latin,singerSongwriter",popSoftRock,,male vocal folk song in waltz time with a folk flavor,"percussion,piano,acousticGuitar,bass,bassGuitar",positive,"bright,optimistic,feelGood,positive,uplifting,upbeat,cheerful,celebratory,happy","chilled,happy,romantic",warm,bouncy,medium,138,eMajor,3/4
If You Ever Wanna Be In Love - James Bay Spotify Session 2015,359lSGQwvAM3aZA5UNwqiQ,James Bay,205012822,2015-08-07,early / mid 2000s,high,female,folkCountry,folk,"indie, deep new americana, singer songwriter, canadian folk",soulful pop ballad with a passionate female vocal.,"bassGuitar,piano,percussion,electricGuitar",positive,"sentimental,bittersweet,reflective,melancholic,emotional","romantic,chilled","retro,warm",steady,medium,117,bMajor,4/4
You Said You'd Grow Old With Me,41WTP0gosjYD74B06uS2tL,Michael Schulte,158859616,2012-09-28,mid / late 1990s,high,male,"pop,rock,singerSongwriter","folkRock,indieAlternative,popSoftRock",,medium mid tempo pop song featuring acoustic piano acoustic guitar and powerful male vocals,piano,balanced,"sad,thoughtful,emotional,bittersweet,solemn,lonely,blue,melancholic,spiritual,poignant,concerned,introspective,nostalgic,reflective","calm,chilled,romantic,sad","cool,warm",flowing,low,115,cMajor,4/4
Undrunk,1Pj5oOFzLYELyyeh1IYRK0,FLETCHER,179900808,2019-08-16,contemporary,high,female,"rnb,pop",,pop,"powerful, emotional love song with a piano, strings and drums.","bassGuitar,piano,synth,percussion,electricGuitar",positive,"anthemic,uplifting,confident,inspirational,motivational","uplifting,energetic,happy",cool,stomping,high,93,fMajor,4/4
In My Veins - Feat. Erin Mccarley,7LwGBxB0h0CVmkOZxYKn0g,Andrew Belle,119106766,2010-05-21,contemporary,high,male,"rock,singerSongwriter","folk,folkRock,indieAlternative,popSoftRock",,medium tempo and uplifting acoustic pop rock with male vocals and piano,"percussion,strings,piano,electricGuitar,acousticGuitar,bassGuitar",balanced,"romantic,reflective,sentimental,warm,nostalgic,tender,thoughtful,emotional,bittersweet,quiet,calm","epic,sad",warm,"stomping,flowing",medium,128,cMajor,4/4
Hold Me While You Wait,6700Z4Izi8EbB6JNthU6Ma,Lewis Capaldi,860129829,2019-05-03,contemporary,high,male,pop,,"pop rock, alt z, electropop, indiecoustica, indie poptimism, neo mellow, pop","emotive, heartfelt modern pop ballad with male vocals.","bassGuitar,piano,synth,percussion,electricGuitar",positive,"anthemic,inspirational,emotional,soaring,uplifting,motivational,hopeful,aweInspiring,loving,passionate,euphoric","energetic,happy,uplifting",epic,"stomping,driving,pulsing",high,107,bMajor,4/4
bad ones,6CYT0souHUHKTO4EMzTUFg,Tate McRae,46664997,2021-03-26,contemporary,high,female,"rnb,pop,rapHipHop,funkSoul",,"alt z, electropop, indie poptimism, indie pop, indie electropop, pop","emotive pop ballad, reverb - drenched female vocals, vintage synth chords and arpeggios, simplistic electronic drums and fx.","synth,percussion,bass",balanced,"strong,sexy,powerful,confident,determined",energetic,"cool,sparkling,powerful,epic,unpolished",groovy,high,139,fsMajor,4/4
Don't Watch Me Cry,202lm9YX5WmAac83tOGlVn,Jorja Smith,109736032,2018-06-08,late 1980s / early 1990s,high,female,"pop,rock,singerSongwriter","folkRock,indieAlternative,popSoftRock",,enchanting and rustic romanian folk with deep piano moody string pads sprightly violin and soft tapan hits,bass,balanced,"romantic,warm,sentimental,tender,nostalgic,reflective,quiet,lyrical","calm,chilled,romantic,sexy,ethereal",sophisticated,flowing,low,130,dbMajor,4/4
Naked,7krbSH3rd8lhIZvuzTV3Bl,James Arthur,687226224,2017-11-24,contemporary,high,male,pop,,,a mid tempo anthem with a bounce in its step. electric guitars keys handclaps rhythm section and male vocals singing wordless vocals let you know you have arrived at,"percussion,bass",balanced,"emotional,passionate,solemn,inspirational,hopeful","ethereal,chilled","powerful,cool,epic","driving,bouncy,running",medium,102,fsMajor,4/4
We Don't Have To Take Our Clothes Off,48wSJ6NhMFYYB6LjdnPNjM,Ella Eyre,361466016,2015-01-12,late 1990s / early 2000s,high,female,"funkSoul,pop,rnb",soul,"new wave pop, disco, soft rock","emotive, heartfelt modern pop ballad with female vocals.","piano,strings",balanced,"emotional,poignant,sentimental,reflective,bittersweet","romantic,calm,sad","warm,sparkling,sophisticated,epic,luxurious,heroic,ethereal",flowing,medium,98,ebMajor,4/4
It's Ok If You Forget Me,312zSwwbPU7C3sTmro4Wx9,Astrid S,157070718,2020-09-18,contemporary,high,female,"pop,rnb",,"viral pop, lds youth, channel pop",emotional pop song with female vocals. hopeful piano and synths.,"acousticGuitar,bassGuitar,synth,percussion,electricGuitar",positive,"dreamy,warm,romantic,sexy,loving","chilled,romantic,happy","cool,warm,sparkling",flowing,medium,86,fsMajor,4/4
Nothing Like Us,30Co9eN7JHPf1i2wEyVSMJ,Justin Bieber,161827578,2013-01-01,contemporary,high,female,rnb,,"viral pop, acoustic chill, channel pop",heartfelt ballad with melancholy female vocal and gentle piano.,piano,balanced,"reflective,intimate,sentimental,romantic,emotional,warm,tender,loving,nostalgic,hopeful,dreamy,melancholic,soft,poignant,bittersweet,delicate,sad,lonely,thoughtful,introspective,calm,serene,peaceful,graceful,leisurely","romantic,chilled,sad",warm,flowing,low,81,cMajor,4/4
Higher Love,7apw8m9lHQjvuUVfMAm4kZ,James Vincent McMorrow,148027473,2010,late 2000s / contemporary,high,male,"pop,rock,singerSongwriter","folkRock,indieAlternative,popSoftRock",,a touching and feel good mid tempo pop ballad,piano,negative,"sad,thoughtful,emotional,bittersweet,solemn,lonely,blue,melancholic,poignant,spiritual,concerned,nostalgic,introspective,reflective","calm,chilled,romantic,sad,ethereal",warm,flowing,low,117,fMajor,4/4
I Found,4lRuRtvftdSSUA7hLP7zAr,Amber Run,453756622,2014-09-21,contemporary,high,male,rock,indieAlternative,,a rousing and gritty synth pad progression drives this downtempo bed featuring sustained synth lines echoed percussion and soft electronic beat,percussion,negative,"hopeful,optimistic,warm,uplifting,inspirational","calm,chilled,romantic,sad,ethereal",epic,stomping,low,63,gMinor,4/4
A Little Bit Yours,00cBcYOlnHoXX9ver3cmdE,JP Saxe,124394164,2020-09-02,contemporary,high,male,"pop,rock,singerSongwriter","indieAlternative,popSoftRock",,poignant emotive piano full of belief and wonder,"piano,bassGuitar",balanced,"emotional,thoughtful,bittersweet,solemn,sad,reflective,spiritual,concerned","calm,chilled,romantic,sad",heroic,flowing,low,87,dbMajor,4/4
Yours,0Mq0reDcNpgmQkjHfzpJrp,Ella Henderson,133799698,2014-10-13,late 2000s / contemporary,high,female,"rock,singerSongwriter,pop","folk,folkRock,indieAlternative,popSoftRock",,stirring encouraging dream pop with inspiring female vocal warm keys glowing electric guitar picks glowing synth pads and tripping beats,,balanced,"emotional,solemn,thoughtful,bittersweet,concerned","calm,chilled,romantic,sad,ethereal",sparkling,flowing,low,125,cMajor,4/4
Wherever You Will Go,0IF7bHzCXCZoKNog5vBC4g,Charlene Soraia,121221117,2011-10-03,late 2000s / contemporary,high,female,"pop,rock,singerSongwriter,folkCountry",folkRock,,tender and dreamy. female singer acoustic guitar and piano,"strings,acousticGuitar",balanced,"reflective,nostalgic,sentimental,romantic,thoughtful,calm,bittersweet,quiet,emotional,spiritual,solemn,dreamy","calm,chilled,romantic,sad,ethereal","playful,warm","flowing,steady",low,112,aMajor,4/4
that way - with Jeremy Zucker,6W4SftknKhWj0iFoHN7aYU,"Tate McRae, Jeremy Zucker",55185324,2021-09-03,contemporary,high,female,rapHipHop,contemporaryRnB,,ghostly vocals haunting the listener over electronic beats,"percussion,synth,bass",balanced,"thoughtful,reflective,dreamy,emotional,bittersweet","calm,chilled,romantic,sad,ethereal","sparkling,cool",flowing,low,100,cMajor,4/4
Wait for You (feat. Zoe Wees),3cMAS9DjZHrAnKvPrTIw7Z,"Tom Walker, Zoe Wees",78659133,2020-09-11,contemporary,high,male,pop,,"pop edm, tropical house, pop dance, electropop, future bass, edm","uplifting, emotional hip - hop with male vocals and rapping.","percussion,synth,bass",balanced,"passionate,loving,bittersweet,confident,romantic",energetic,cool,"driving,flowing,stomping",medium,160,dbMajor,4/4
Godspeed,5WfACgyEk4rwdWU3rrzNt1,James Blake,54932039,2020-09-11,contemporary,high,female,"rnb,pop",,"indie, pop, rock",heartfelt ballad with yearning female vocal and piano.,"bassGuitar,piano,synth",balanced,"emotional,reflective,intimate,bittersweet,melancholic,nostalgic,sentimental,poignant","romantic,calm,sad","warm,sophisticated",flowing,low,69,fsMajor,3/4
Are you happy?,6s86N7LVaJZuU4alwKp6XO,shy martin,74489531,2020-08-07,contemporary,high,female,"pop,electronicDance","electro,synthPop,trance",,upbeat and positive pop with a catchy guitar hook and female vocal hook. hopeful and optimistic. general and teen culture,"percussion,synth,piano,electricGuitar,bass",positive,"optimistic,uplifting,confident,motivational,positive,inspirational,euphoric,anthemic,bright","chilled,happy",sparkling,bouncy,medium,139,cMajor,4/4
Broken-Hearted Girl,31acMiV67UgKn1ScFChFxo,Beyoncé,163182927,2008-11-14,mid / late 2000s,high,female,"rnb,funkSoul,rapHipHop,pop",neoSoul,,medium tempo and uplifting randb pop with a hip hop beat piano strings and female vocals,"percussion,strings,electricGuitar",balanced,"emotional,solemn,bittersweet,thoughtful,reflective","calm,chilled,romantic,sad,ethereal",sparkling,flowing,low,84,dMinor,4/4
Favourite Ex,1a1SQeSqUKzH5OUVTEx4ae,Maisie Peters,106461876,2019-04-12,contemporary,high,female,"rock,pop,singerSongwriter,folkCountry","folkRock,indieAlternative,popSoftRock",,beautiful and sorrowful acoustic guitar led track with warm bass atmospheric electric guitar textures and soft intimate female vocal,"strings,acousticGuitar,bassGuitar",negative,"reflective,nostalgic,thoughtful,sentimental,calm,bittersweet,emotional,quiet,romantic,spiritual,dreamy,solemn,introspective,sad","calm,chilled,romantic,sad,ethereal",sparkling,flowing,low,120,fMajor,3/4
Fix It to Break It,1uviKYHZuM4uINK33F7sCt,Clinton Kane,70470261,2020-03-27,contemporary,high,male,pop,,"indie, alternative rock, music, world worship","heartfelt, emotional pop ballad with a catchy piano melody and male vocals.","percussion,piano,bassGuitar",balanced,"emotional,bittersweet,reflective,poignant,passionate","calm,chilled,romantic","cool,warm",flowing,medium,78,dMajor,3/4
Crazy in Love,5iJS04ZXjMkQZ5nS0PsIeY,Eden Project,62071236,2015-01-01,contemporary,high,female,"pop,rock",folkRock,"alt z, electropop, pop","emotive, heartfelt modern pop ballad with soulful female vocals.","percussion,piano,bassGuitar",balanced,"reflective,emotional,dreamy,hopeful,passionate",chilled,"cool,sparkling,warm",flowing,medium,118,bMinor,4/4
Samson,2JAUBPBVkimRLc5BGhAkfJ,Regina Spektor,121877134,2006-06-13,late 2000s / contemporary,high,female,"rock,pop,singerSongwriter","folkRock,indieAlternative,popSoftRock",,emotional piano and female vocals with magical strings and soaring chorus,piano,balanced,"warm,dreamy,reflective,calm,romantic,sentimental,nostalgic,tender,quiet,soft,serene,thoughtful,tranquil,intimate,bittersweet,leisurely,soothing","calm,chilled,romantic,sad","warm,cool",flowing,low,92,bMajor,4/4
7 Minutes,2BkyYZmU4JuWW2sYi9EzpC,Dean Lewis,228358421,2019-01-18,contemporary,high,male,"pop,rock,folkCountry,singerSongwriter","folkRock,indieAlternative,popSoftRock","indie, stomp and holler, indiecoustica, neo mellow, folk pop, acoustic pop","uplifting, anthemic and heartwarming male vocals. driven by bouncy acoustic guitars and drums with soaring backing vocals.","acousticGuitar,bassGuitar,piano,percussion,electricGuitar",positive,"uplifting,inspirational,optimistic,bright,positive,confident,motivational,anthemic","happy,uplifting,energetic","warm,sparkling,cool",stomping,high,105,gMinor,4/4
5AM,4B4kunXhV2ZKnYcvDgAFoE,Amber Run,63984235,2015-04-20,late 2000s / contemporary,high,male,"pop,electronicDance",synthPop,,emotive and uplifting indie rock with glittering delayed guitar lead lines driving deep bass and a rocking drumbeat,"percussion,synth,electricGuitar,acousticGuitar,bass",negative,"emotional,reflective,thoughtful,bittersweet,nostalgic,solemn,spiritual","calm,chilled,romantic,sad,ethereal","ethereal,warm,sophisticated",flowing,low,146,cMajor,4/4
Make Me (Cry) - Acoustic Version,6pP5RJbBH6eKR8BCYX3MSU,"Noah Cyrus, Labrinth",44538907,2016-12-13,late 2000s / contemporary,high,male,"pop,rock,singerSongwriter","bluesRock,indieAlternative,popSoftRock",,powerful and intimate pop ballad with passionate male vocal piano and sweeping strings,piano,negative,"warm,dreamy,romantic,calm,tender,sentimental,soft,reflective,quiet,serene,nostalgic,soothing,leisurely,tranquil,loving,peaceful,intimate,delicate,graceful,lyrical,hopeful,sweet","calm,chilled,romantic,sad,ethereal",warm,"nonrhythmic,flowing",low,77,fMajor,4/4
