Song_Name,Song_Link,Artist_Name,Stream_Count,Release Date,Musical_Era,Voice_Presence,Predominant_Voice_Gender,Genre_Tags,Sub_Genre_Tags,Free Genre,Description,Instrument_Tags,Emotional_Profile,Mood_Tags,Simple_Mood_Tags,Character_Tags,Movement_Tags,Energy,BPM,Key,Meter
"Colors Of The Wind (From ""Pocahontas"") - Sleepy",7xTjyEO5u6WsQ8CTybjWeg,Slumbering Tapes,6451761,2023-03-03,contemporary,none,none,"classical,ambient",,background piano,melancholic - romantic solo piano ballad featuring a sparkling glockenspiel. well - suited for drama or romance!,piano,balanced,"nostalgic,reflective,delicate,intimate,thoughtful,calm,tender,melancholic,lonely,bittersweet,introspective,emotional,warm,serene,sentimental","romantic,chilled,calm",warm,flowing,low,69,dbMajor,4/4
"Let It Go (From ""Frozen"") - Piano",20JQVHYenxILumG8GFeypA,Slumbering Tapes,5463653,2023-03-03,contemporary,none,none,ambient,,piano,"beautiful, gentle - positive solo piano piece featuring a catchy melody.",piano,balanced,"delicate,tender,intimate,reflective,warm,soft,nostalgic,sentimental,calm,hopeful,emotional,peaceful,graceful,sweet,light,serene,dreamy,innocent,romantic,thoughtful,tranquil","romantic,chilled,calm","warm,sophisticated,sparkling",flowing,low,62,gMajor,4/4
"Remember Me (From ""Coco"") - Piano Version",1fxuCk1P5nP3A63R3J76RL,Slumbering Tapes,4457446,2023-02-10,contemporary,none,none,ambient,,piano,melancholic - romantic solo piano ballad featuring a sparkling glockenspiel.,piano,negative,"nostalgic,reflective,emotional,sentimental,melancholic,delicate,intimate,calm,tender,soft,warm,poignant,thoughtful,lonely,sad,bittersweet,peaceful,introspective,dreamy,serene,romantic,graceful,blue,tranquil,hopeful","romantic,sad,chilled","warm,sophisticated",flowing,low,66,cMajor,4/4
"Cruella De Vil (From ""101 Dalmatians"") - Piano Version",2i0NefBwXvzzAl0kflPgJU,Slumbering Tapes,4087107,2023-02-10,contemporary,none,none,ambient,,background piano,"dreamy - romantic solo piano ballad featuring a catchy, sparkling theme as well as a gentle - pulsating synthbass.",piano,balanced,"reflective,nostalgic,intimate,delicate,calm,tender,peaceful,warm,emotional,sentimental,serene,melancholic,introspective","romantic,calm,chilled",warm,flowing,low,175,gMinor,4/4
"When She Loved Me (From ""Toy Story 2"") - Piano Version",4KxqLZz7uo1jDJrPkUW0bM,Slumbering Tapes,3778826,2023-02-10,contemporary,none,none,ambient,,neo-classical,"dreamy, melancholic - romantic solo piano ballad featuring a sparkling glockenspiel and a gentle synthbass in the second half.",piano,negative,"calm,nostalgic,soft,dreamy,reflective,lonely,intimate,peaceful,delicate,introspective,tranquil,thoughtful,melancholic,emotional,serene,quiet,bittersweet,blue,tender,poignant,warm,sentimental,leisurely,sad,soothing","calm,ethereal,sad","ethereal,sparse,warm,sparkling",flowing,low,93,dbMajor,4/4
"I Won't Say I'm In Love (From ""Hercules"") - Piano Version",7cQ5ZmukwHfYTb6GDJfx3K,Slumbering Tapes,3850377,2023-02-10,contemporary,none,none,ambient,,neo-classical,dreamy and peaceful. piano and synth pad only.,"piano,synth",balanced,"delicate,calm,reflective,serene,peaceful,thoughtful,introspective,warm,dreamy","calm,ethereal,romantic",ethereal,flowing,low,69,cMajor,3/4
"Someday My Prince Will Come (From ""Snow White And The Seven Dwarfs"") - Piano",1PkDxSexqEhSUUr2ao7xLM,Slumbering Tapes,3382321,2023-03-16,contemporary,none,none,ambient,,piano,"sparse, sombre piano chords create a melancholic atmosphere.",piano,negative,"nostalgic,intimate,reflective,melancholic,lonely,soft,calm,emotional,sad,poignant,sentimental,delicate,bittersweet,thoughtful,introspective,blue,tender,peaceful,quiet,warm,serene,mournful,dreamy,tranquil","sad,romantic,calm",sparse,"flowing,steady",low,69,abMajor,3/4
"AEIOU, The Caterpillar Song (From ""Alice In Wonderland"") - Piano Version",49ra2TlFvq7TAxTpijuPYv,Slumbering Tapes,3664729,2023-02-10,contemporary,none,none,ambient,,piano,dreamy and nostalgic. piano solo.,piano,negative,"nostalgic,lonely,calm,reflective,melancholic,soft,intimate,sad,blue,bittersweet,thoughtful,peaceful,poignant,introspective,delicate,emotional,quiet,dreamy,sentimental,mournful,serene,tranquil,leisurely","sad,calm,ethereal","ethereal,sparse,warm","flowing,steady",low,119,dMinor,3/4
"When She Showed Me Love (From ""Toy Story 2"") - Sleepy Version",5vzgZEKkiIJ4S80G5tsR5S,Slumbering Tapes,3539820,2023-02-10,contemporary,none,none,ambient,,piano,"sparse, sombre piano chords create a melancholic atmosphere.","bassGuitar,piano",negative,"reflective,nostalgic,lonely,calm,melancholic,thoughtful,introspective,intimate,bittersweet,dreamy,soft,leisurely,delicate,poignant,blue,sad","sad,romantic,calm","warm,sparse,ethereal",flowing,low,81,fMajor,4/4
"Married Life (From ""Up"") - Sleep",1DFFaGjSlKgUWe8IgC0gpC,Slumbering Tapes,3150010,2023-03-16,contemporary,none,none,ambient,,piano,melancholic - romantic solo piano ballad featuring a sparkling glockenspiel.,piano,balanced,"nostalgic,reflective,calm,intimate,soft,delicate,warm,peaceful,tender,serene,light","romantic,chilled,calm",warm,"flowing,steady",low,93,fMajor,3/4
"A Dream Is A Wish Your Heart Makes (From ""Cinderella"") - Piano Version",5eX9OyL4YpctLCqBsfnd2Y,Malou Mellow,5315193,2023-02-08,contemporary,none,none,ambient,,neo-classical,melancholic - romantic solo piano ballad featuring a dreamy - playful glockenspiel.,piano,negative,"lonely,calm,blue,delicate,peaceful,intimate,bittersweet,thoughtful,introspective,melancholic,quiet,reflective,nostalgic,tranquil,serene,dreamy,soft,tender","calm,sad,romantic","sparkling,ethereal,sparse,magical,playful,mysterious,warm",flowing,low,69,ebMajor,3/4
"Colors of the Wind (From ""Pocahontas"") - Piano Version",0E18dQ3b58llqs8YhEj6lQ,Malou Mellow,5034862,2023-02-08,contemporary,none,none,ambient,,"ambient, meditation",dreamy and nostalgic. piano and synths only.,"piano,synth",balanced,"reflective,calm,nostalgic,dreamy,delicate,peaceful,emotional,thoughtful,introspective,intimate,serene,lonely,warm,tender,bittersweet,melancholic,tranquil,soft,poignant","calm,romantic,ethereal","ethereal,sparkling,warm",flowing,low,141,dbMajor,4/4
"Closing Song (From ""The Nightmare Before Christmas"") - Piano Version",3ZQskcPQvrHHTaOJ4Zy0KU,Malou Mellow,4587064,2023-02-08,contemporary,none,none,ambient,,piano,melancholic - romantic solo piano ballad featuring a sparkling glockenspiel.,piano,negative,"lonely,blue,sad,melancholic,bittersweet,thoughtful,mournful,introspective,poignant,nostalgic,reflective,calm,barren,emotional,depressing,spiritual,peaceful,delicate,serene,serious","sad,calm,ethereal","ethereal,sparse,mysterious","flowing,nonrhythmic,steady",low,70,fsMajor,3/4
"All Is Found (From ""Frozen 2"") - Sleep Piano",7IQR5pcc8pzJFyMG0QuBgl,Malou Mellow,3639347,2023-03-22,contemporary,none,none,ambient,,neo-classical,gentle and sentimental solo piano for romance.,piano,balanced,"soft,nostalgic,intimate,calm,reflective,delicate,tender,sentimental,peaceful,warm,emotional,dreamy,serene,melancholic,leisurely,light,tranquil,graceful,quiet","romantic,chilled,calm",warm,flowing,low,69,fMajor,4/4
"Le Festin (From ""Ratatouille"") - Sleep Piano",3TOPOepJMr4s2rzoi1w33u,Malou Mellow,3547575,2023-03-22,contemporary,none,none,ambient,,piano,"a delicate, heartwarming solo piano track.",piano,balanced,"soft,delicate,nostalgic,intimate,calm,reflective","chilled,romantic,calm",playful,flowing,low,112,ebMajor,3/4
"Love Is A Song - From ""Bambi""",5TvimvgbgxFAmjtNxztlYn,"Nikolai Tal, Malou Mellow, Slumbering Tapes",2380719,2023-05-12,contemporary,none,none,classical,,neo classical,"tender, reflective piano, and a heartwarming theme.",piano,balanced,"reflective,nostalgic,soft,calm,delicate,intimate,warm,light","romantic,chilled,calm",warm,flowing,low,175,aMajor,4/4
"Winnie the Pooh (From ""Winnie the Pooh"") - Sleep Piano",61ZKyjQ2a1EXfmGr3T3RPr,Malou Mellow,2083990,2023-03-22,contemporary,none,none,ambient,,neo-classical,"tender, flowing solo piano melody and harmonic arpeggios create a sense of optimism.",piano,balanced,"soft,intimate,nostalgic,tender,reflective,delicate,sweet,sentimental,calm,warm,leisurely,innocent,light,peaceful,dreamy,graceful,hopeful,serene,bright,melancholic,quiet,tranquil","romantic,chilled,calm",warm,flowing,low,66,dMajor,3/4
"I Will Go Sailing No More (From ""Toy Story"")",2Rsv1g3W77vmbdbpfxngeD,"Piano Mouse, Malou Mellow",1775533,2023-04-30,contemporary,none,none,ambient,,piano,"tender, intimate and delicate. piano solo melody. nostalgic and sentimental atmosphere.",piano,balanced,"soft,intimate,nostalgic,reflective,calm,warm,tender,sentimental,delicate,dreamy,peaceful,emotional,leisurely,hopeful,serene,light,melancholic,tranquil,sweet,quiet,romantic,introspective,soothing,bittersweet,graceful,thoughtful,poignant","romantic,chilled,calm",warm,flowing,low,69,dMajor,4/4
"If You Can Dream (From ""Disney Princesses"") - Sleep Piano",3ywevRvFFcwTgTFpSrbD1u,Malou Mellow,1915333,2023-03-22,contemporary,none,none,ambient,,piano,"warm, flowing piano arpeggios and strums create a nostalgic, tender, tender, intimate atmosphere.",piano,balanced,"soft,reflective,warm,nostalgic,intimate,tender,sentimental,delicate,hopeful,calm,sweet,light",romantic,warm,flowing,low,129,bbMajor,4/4
"How Does A Moment Last Forever (From ""Beauty and the Beast"") - Sleep Piano",33evWEImU9r3mK2UijTcuj,Malou Mellow,1848926,2023-03-22,contemporary,none,none,ambient,,piano,"tender, reflective piano, and heart - wrenching solo cello.",piano,negative,"nostalgic,reflective,soft,intimate,emotional,melancholic,calm,lonely,poignant,sentimental,delicate,bittersweet,tender,thoughtful,sad,introspective,peaceful,serene,warm,dreamy,leisurely,quiet,tranquil,blue","romantic,calm,sad",sparse,flowing,low,70,bbMajor,4/4
"I Won't Say I'm in Love (From ""Hercules"") - Instrumental Piano",6A2KjxYILK9lSzLHY13YE5,"Mellow Strings, Nikolai Tal",8148174,2023-03-31,contemporary,none,none,ambient,,neo-classical,"a delicate, heartwarming solo piano track.",piano,balanced,"calm,peaceful,reflective,soft,dreamy,delicate,serene,intimate,tranquil,nostalgic,introspective,warm,quiet,soothing,light,tender,thoughtful","calm,chilled,romantic","warm,sparse,ethereal,sophisticated,playful",flowing,low,97,bbMajor,4/4
"Hola Casita (From ""Encanto"")",0HnDgskBWl30qxpbibrFQB,"Mellow Strings, Nikolai Tal",7189054,2023-01-27,contemporary,none,none,ambient,,background piano,romantic and nostalgic solo piano waltz.,piano,balanced,"nostalgic,soft,reflective,intimate,calm,delicate,tender,sentimental,peaceful","romantic,chilled,calm","playful,sophisticated,warm","flowing,steady",low,72,bbMinor,4/4
"El Rio (From ""Encanto"") - Soft Piano Version",3tQnxhR3i84jM0Cr2mgdS8,Nikolai Tal,6276357,2022-12-01,contemporary,none,none,ambient,,neo-classical,"a slow, tender solo piano piece with a slightly melancholic melody. well - suited as a score for drama or romance!",piano,negative,"reflective,nostalgic,soft,melancholic,calm,sad,intimate,poignant,lonely,emotional,introspective,bittersweet,sentimental,solemn,peaceful,thoughtful,quiet,tender,serene,delicate,warm,leisurely","calm,romantic,sad","warm,sparse","flowing,steady",low,69,cMinor,4/4
"Departure (From ""Kiki's Delivery Service"") - Piano Version",7s0oAkDxVknIkNy85hZdKD,Nikolai Tal,7478355,2023-03-03,contemporary,none,none,ambient,,background piano,"tender, flowing solo piano melody and harmonic arpeggios create a sense of introspective optimism.",piano,balanced,"soft,intimate,nostalgic,reflective,calm,tender,sentimental,delicate,warm,peaceful,dreamy,emotional,leisurely,tranquil,quiet,melancholic,light,serene,hopeful,sweet,romantic,lonely,introspective,bittersweet","romantic,chilled,calm",warm,flowing,low,170,fMajor,4/4
"The Path of the Wind (From ""My Neighbor Totoro"") [Piano Version]",5Iapi4f7AlnY158iCOjocD,Nikolai Tal,12438986,2022-07-13,contemporary,none,none,"classical,ambient",,neo classical,a dreamy and emotional contemporary piano track.,piano,balanced,"calm,reflective,soft,peaceful,delicate,dreamy,nostalgic,intimate,warm,tender,serene","romantic,chilled,calm",warm,"flowing,steady",low,161,dMajor,4/4
"If I Could Be the Sea - Ending Theme Song (From ""The Ocean Waves"") - Piano Version",0kpdNOYyz14bjGe6SuoNuj,Nikolai Tal,11401946,2022-12-02,contemporary,none,none,"classical,ambient",,"background music, focus",romantic and nostalgic solo piano track.,piano,negative,"sentimental,intimate,nostalgic,reflective,tender,soft,calm,melancholic,delicate,peaceful,quiet,lonely,dreamy,warm,emotional,introspective,bittersweet,romantic,blue,sad,serene,poignant,tranquil,loving,thoughtful,soothing,graceful,innocent,light","romantic,calm,chilled",warm,flowing,low,69,dMajor,4/4
"The Bygone Days (From ""Porco Rosso"") [Piano Version]",360G0VtViIV4EIw0pX20Eg,Nikolai Tal,10451011,2022-07-13,contemporary,none,none,classical,,neo classical,dreamy and peaceful. piano and glockenspiel.,piano,balanced,"calm,delicate,reflective,soft,peaceful,nostalgic,intimate,serene,warm,tender,dreamy,light,tranquil","chilled,romantic,calm","warm,playful,sophisticated","flowing,steady",low,83,aMajor,3/4
"One Summer Day (From ""Spirited Away"") [Piano Version]",4gdKxVBc0twj6CeXjGTqhz,Nikolai Tal,10286685,2022-07-13,contemporary,none,none,"classical,ambient",,background piano,"dreamy - romantic solo piano ballad featuring a catchy, sparkling theme.",piano,balanced,"calm,reflective,delicate,intimate,soft,peaceful,nostalgic,tender,serene,warm,dreamy,melancholic,introspective,quiet,tranquil,light","romantic,calm,chilled","warm,playful,sophisticated,ethereal",flowing,low,75,bMajor,4/4
"Merry-Go-Round of Life (From ""Howl's Moving Castle"") [Piano Version]",6arSWBJI9VoTUpqcAURpOC,Nikolai Tal,10747817,2022-07-13,contemporary,none,none,"classical,ambient",,neo classical,gentle and emotive solo piano arrangement of the well - known childrens song.,piano,balanced,"reflective,delicate,nostalgic,intimate,calm,tender,soft","romantic,chilled,calm","sophisticated,warm",flowing,low,67,eMajor,3/4
"Fairfax Castle (From ""Fable 2"")",443QsLPbz7WaI1BPwoV3Ow,"Ava Keys, Nikolai Tal",1979528,2024-05-29,contemporary,none,none,ambient,,background piano,melancholic and contemplative solo piano arpeggios create an introspective mood.,piano,negative,"nostalgic,soft,intimate,lonely,reflective,calm,melancholic,delicate,emotional,sad,sentimental,bittersweet,poignant,leisurely,thoughtful,tender,introspective,dreamy,blue,quiet,peaceful,warm,tranquil,mournful","calm,chilled,sad","sparse,warm,ethereal",flowing,low,66,dMinor,4/4
"Can You Feel the Love Tonight (From ""The Lion King"") - Piano Lullaby Version",5WFoVyNebfsOG4BAHo8bp2,Sleepyheadz,35016192,2020-03-27,mid / late 2000s,none,none,ambient,,instrumental,"warm, tender piano, and heartwarming theme, piano and strings.","piano,strings,synth",balanced,"dreamy,peaceful,warm,reflective,calm,serene,delicate,hopeful,tender,tranquil,emotional,nostalgic,introspective,graceful","calm,romantic,chilled",warm,flowing,low,63,bbMajor,4/4
Tiny Dancer - Piano Lullaby Version,5mD8UdQ8A0afyQMtC9i4eR,Sleepyheadz,20213177,2021-01-29,mid / late 2000s,none,none,ambient,,"new age, meditation, background music, chill out, downtempo","emotional piano and strings create an introspective mood, building to a powerful orchestral theme.","piano,strings",balanced,"reflective,romantic,warm,lyrical,sentimental","romantic,calm,chilled",warm,flowing,low,69,cMajor,4/4
"A Whole New World (From ""Aladdin"") - Piano Lullaby Version",32CRQNrocz0V6RkRgNhIaq,Sleepyheadz,19765736,2020-03-27,mid / late 2000s,none,none,ambient,,instrumental,"romantic - melancholic piano ballad featuring a dreamy female voice, glockenspiel and strings.","piano,strings",balanced,"peaceful,dreamy,serene,calm,warm,tranquil,tender,delicate,soothing,quiet,reflective,relaxed,hopeful,introspective,sentimental,graceful,soft,intimate","calm,romantic,chilled","warm,ethereal,luxurious,sophisticated,magical",flowing,low,70,dMajor,3/4
"Circle of Life (From ""The Lion King"") - Piano Lullaby Version",7wRwLbOb0RvkDBQCLW6CP3,Sleepyheadz,26246036,2020-03-27,contemporary,none,none,ambient,,"new age, new age piano","a dreamy and emotional orchestral hybrid track featuring piano, strings and glockenspiel.","piano,strings",negative,"dreamy,reflective,peaceful,calm,introspective,serene,delicate,quiet,warm,melancholic,tender,tranquil,nostalgic,thoughtful,sentimental,poignant,bittersweet,intimate,lonely,soothing,emotional","calm,chilled,romantic","magical,warm,sparkling,ethereal",flowing,low,70,bbMajor,4/4
Moon River - (Piano Lullaby Instrumental Version),3aKie058zsZLhhokIQEkmB,Sleepyheadz,18191029,2018-03-20,contemporary,none,none,ambient,,"ambient, chill out, downtempo","dreamy and peaceful. piano, synth and rhythm.","piano,synth",balanced,"dreamy,calm,peaceful,serene,tranquil,introspective,reflective,thoughtful,warm,delicate,soothing","calm,ethereal,chilled",ethereal,flowing,low,68,cMajor,3/4
"Let It Go (From ""Frozen"") - Piano Lullaby Version",2B8QexkEjhM95F3A9mdBxJ,Sleepyheadz,26926322,2020-03-27,mid / late 2000s,none,none,ambient,,instrumental,romantic - melancholic piano ballad featuring a dreamy strings and glockenspiel. fits for drama or romance!,"piano,strings,synth",negative,"dreamy,peaceful,reflective,calm,serene,introspective,delicate,thoughtful,warm,tranquil,hopeful,poignant,quiet,soothing,tender,emotional,bittersweet,melancholic,lonely","calm,romantic,ethereal","ethereal,warm",flowing,low,69,abMajor,3/4
What A Wonderful World - Instrumental Version,7M3fuT9UXXCdusRMWxIWVn,Sleepyheadz,8405472,2018-03-20,contemporary,none,none,ambient,,"ambient, meditation",dreamy and peaceful. piano and synth pads.,"piano,synth",negative,"dreamy,calm,reflective,introspective,peaceful,serene,thoughtful,lonely,emotional,tranquil,delicate,poignant,melancholic,bittersweet,quiet,nostalgic,soothing,intimate,blue,warm","calm,ethereal,sad",ethereal,flowing,low,178,fMajor,3/4
Fix You - Piano Lullaby Version,6HeBux5REoYWTyh8Wc7ngg,Sleepyheadz,13436776,2021-01-29,contemporary,none,none,ambient,,instrumental,"a delicate, emotional contemporary piano track.","piano,strings,synth",balanced,"reflective,calm,dreamy,serene,warm,delicate,peaceful,emotional,hopeful","calm,chilled,ethereal","ethereal,warm",flowing,low,60,ebMajor,4/4
Every Breath You Take - Piano Lullaby Version,1INIitFeDd922ZWIMULyIm,Sleepyheadz,6359271,2021-01-29,contemporary,none,none,ambient,,"ambient, meditation","dreamy, romantic - melancholic orchestral score featuring a gentle piano theme, heavenly choir as well as a grooving - pulsating synthbass.","piano,synth",balanced,"dreamy,peaceful,calm,serene,tranquil,warm,hopeful,reflective,delicate,introspective,soothing,emotional,tender,thoughtful,quiet","calm,ethereal,chilled",ethereal,flowing,low,76,bbMajor,3/4
"Rewrite the Stars (From ""The Greatest Showman"") - Piano Lullaby Version",1nO0jzuzTa2jWKQWSm5clG,Sleepyheadz,12211979,2020-03-27,contemporary,none,none,ambient,,"new age, piano","soft, emotional piano and strings for human concern, film score, documentary and romance.","piano,strings,synth",negative,"calm,peaceful,dreamy,reflective,introspective,serene,tranquil,soothing,quiet,thoughtful,warm,delicate,lonely,intimate,poignant,relaxed,emotional,hopeful,melancholic,nostalgic,bittersweet,soft,tender,sad","calm,ethereal,chilled","ethereal,warm",flowing,low,75,bbMajor,3/4
